iid,slot_id,global_score,impression_count,ctr_mean
97164557550485,14921,0.016741410938231168,7.519228160514605,0.07526181618590178
601927241312256,10122,0.018370305740854208,8.208096108975381,0.07340982736488731
1389534496406386,14605,0.020861424517042697,7.915731675168781,0.07905709621565042
4708777845131861,13086,0.03832067932091616,7.164105332389007,0.11046211652218815
4831331794836176,10681,0.0492050250692395,7.214496801038389,0.12677073908081382
11223677311098902,11313,0.02048097610818617,7.726450422658244,0.07966850561174937
12299490353437056,10799,0.018617370307770335,8.315763268352214,0.07310887494335287
20061690367387917,11741,0.027757388800139112,7.613675471273178,0.09149393920840833
20271496177727199,10731,0.03744964482941743,8.188779544041303,0.10267569822455896
21069276435064582,12474,0.017378909771183587,6.414032030783053,0.08319882587494602
24185907945448051,13110,0.09161023397394957,9.872601132426631,0.1747985488820034
27362039133827133,10057,0.02387374608963957,6.216625565270833,0.09436359718489713
29149175040823061,11936,0.015083385468412744,6.815118124099721,0.07716533893867858
34855662742045907,10233,0.04575403490733637,7.443411209209467,0.12005700529744316
47344148769039408,10375,0.014444835287877066,7.069226811362232,0.07458894277055282
49001256225299800,11831,0.02061575323480744,8.645951250592793,0.07408112760908062
49447710943394241,13649,0.018301866185485793,6.771519402243447,0.08235633964267391
52120057429762898,14733,0.015023622870034207,7.316882515235349,0.07391271710268277
52765029149347351,10644,0.04369046952494152,8.38238156819047,0.11098893759621772
57866197293286453,14258,0.014365420878222337,7.034973219290189,0.07468344773632525
65196670000209678,10510,0.016112963871693083,7.229743110692364,0.07612572874322503
67334499473933430,10144,0.01873591578140281,7.090246370771602,0.08101124332989236
68526932451425192,14303,0.014976637815369386,7.296905663690892,0.07396680907175059
70762334306823377,14511,0.052073343827617954,7.387465714998854,0.1300623887283062
74100487716522752,14584,0.03194388333052075,7.807013283040218,0.0966708024723078
78174462498385085,10773,0.01739575081098525,7.760172834678003,0.07474328092708932
81974797135751474,12406,0.017738467113976628,7.95697859918675,0.07402682711026574
89147591197819180,14720,0.02075369640616386,7.128468262449582,0.08385263928119022
95163349116593780,14415,0.017529836609279256,7.861939898801693,0.07430692376324506
95876318890817817,12545,0.1363970774824435,11.56886868772884,0.2325243534142455
97297054364430327,13034,0.0168465933214701,7.569579007118279,0.0751052527698882
104143880185996556,14055,0.01588047040193932,6.976309772408206,0.07736732893672911
106012866450591292,12439,0.012808808149800222,5.744722954637809,0.08043481827696788
106677710038409745,11834,0.017832988343672654,8.002022670025301,0.07388741350090369
112738759715405745,13361,0.027914684102530396,6.961645136681453,0.09584228521333127
118025179220137627,12823,0.017874768162171744,6.6397066628800046,0.08253441406318082
123010354398815983,12925,0.01656113792165166,6.949475871028388,0.07857613081457325
124529672425860015,10187,0.013899169900027809,6.055474365890151,0.08014250467649042
126450866676767706,11903,0.013838064008105286,6.805754689497932,0.07532207292290298
127398680403166445,10298,0.01493174248986372,6.694847759825125,0.07769145587456609
135072843020185317,13651,0.023977264929951222,8.385097004799174,0.0808594156039451
137229928888992305,10338,0.014154784740877273,6.0411107969380105,0.080623459450595
145758131529836520,11482,0.015933768852960873,7.023889609020568,0.07714897007829684
146663156861449925,14910,0.012211119629697412,5.4591007444496915,0.0813213777214204
148036406015648690,11345,0.013645737673332372,6.154250000553045,0.07913305132858214
148127084407752240,13448,0.027810265592194038,8.195236462312097,0.0879106237232862
148603241350050981,12916,0.01631283682015266,7.3462178094843225,0.07569719863026451
149938892542407814,13531,0.016942654277781063,8.115290339282648,0.07181377055369677
150094378402431526,12903,0.023281105604562615,7.01331315911808,0.08843884713178131
156504770641220365,12090,0.017977428598664566,6.533683931510703,0.08335921957463716
158421698763243990,15059,0.013814727689404355,6.224673283379482,0.07894749062795915
163330644171211690,13077,0.01664079403967946,6.760327254497729,0.0798895257307121
167801027929349153,13293,0.014743027373959754,6.664061285665411,0.07759715693064752
171672409970595476,10262,0.018946987330675038,7.002101261233852,0.08188901277027145
175755859394459480,10340,0.049036743036871895,9.203625794296054,0.11398130994395171
180728894645078900,12919,0.016621150255983482,7.353271592186492,0.07612371323663009
182118168376005070,14861,0.018739616654695368,7.408045963299477,0.07901462143937314
187006323061190400,12127,0.021100418230608892,7.471899156809443,0.08221850217947921
189667783740761643,11922,0.0671596235233542,8.126877408286076,0.14844844477323965
200946793984752931,10100,0.04259295184709717,7.506966771215667,0.11482794421533898
206042208704408170,11617,0.01725821658232699,6.070463150419736,0.0851790967480328
209077229942180315,12772,0.012850702735687985,5.775749408359678,0.0803033332102628
209180168372942230,13993,0.016674729762136055,6.367056051670073,0.08241914229402462
211064382349781790,10140,0.01319184529009683,6.520484853761113,0.07613228116338415
211820143766665917,13180,0.01587939379477178,6.259819248540831,0.08187988499391685
211887733273363718,13323,0.013065555408947363,5.87236568474147,0.08002280166353859
224052470230110201,12340,0.020441057506380155,8.67264628837122,0.07364608521094194
232438185327602887,10656,0.016049559406310962,6.514551089129374,0.08053489630964827
236665280874874338,14515,0.01546651894484868,6.947328219303888,0.076917604058218
238785589203392161,10438,0.01673678705084755,7.499721071967308,0.07537765618823146
243569366539812218,12713,0.014923987154918036,7.274493688678358,0.07402758901859745
247771145085909221,11354,0.016959254710377215,7.095388888617799,0.07826494897320678
251504046051058274,10678,0.02039554396186497,8.295945969550358,0.07594993728399266
252847527083074129,11624,0.042119650887461044,7.575819202584534,0.11367116501319213
254671172634809659,12011,0.017903448859793846,7.894232084689076,0.07467417107344622
259484651778334331,10380,0.015281908591887916,6.116598806969825,0.08186956219616827
259588482682406519,11516,0.08168783201638513,9.965871269596356,0.15905418921299516
262753329164171049,13752,0.01723372062025786,7.739878466136164,0.07462363906510609
273011507794929261,11335,0.015658181854309394,6.598544014940929,0.07940786549161824
274187304338155832,11289,0.17052917003586812,13.02635373989593,0.2754791922893463
275300429123703846,12520,0.06917643160045457,9.139373181486153,0.1451500077367422
276466851495615239,14961,0.013689495468605196,6.023991388949714,0.08002057812253566
289901618327242874,10881,0.013576818203395662,6.116269335260018,0.0792670697529602
300559656126921897,10376,0.02498493152317047,6.8360538951738725,0.09215829401120314
305121602000123242,14305,0.01761523415406274,7.584527894281259,0.07618518642237365
307635197675442017,13940,0.0173956481248779,7.375213953203976,0.07716853174465405
310108811320222652,11370,0.06827767541609532,6.956720021793225,0.15752879534374334
316029694609868128,11311,0.013044567617976507,5.844399743371896,0.08016693982962804
316857053089880279,12676,0.013876165075219219,6.146898486912897,0.07953135267378886
317732355092746019,11359,0.015343024580917054,6.914576701700424,0.07693531207055329
327353747127785004,11884,0.01808820098184784,7.982941152170354,0.07439747902171373
333300855478718662,12872,0.014581567724898319,6.581196399548782,0.07787260794441077
336416327204042038,14363,0.014044030639228305,6.3385025358768265,0.07858058303626157
341336527453302120,12440,0.024732375103826146,7.244155276110112,0.08920129231511911
343978751560902338,13656,0.01557959417670731,7.036110115008654,0.07653096491283529
344154495512846353,12427,0.014216169405230482,6.970412730356777,0.07486222141507073
345597633355046192,12307,0.0183441356684523,6.796171634604046,0.08226558759579768
351090396430310684,10612,0.015199212118572936,6.866339290705524,0.07701955151394502
364403053548912231,12717,0.03587667750969256,7.46310298250693,0.1048450278795388
367337519601685634,13996,0.017469853025370807,6.7211033637213315,0.08140306158713624
367479363075724293,13704,0.017379328544548857,6.989896438606737,0.07957127039427805
373558485510436056,10085,0.014929656459127468,7.2769082973360115,0.0740210359424423
382624290942005170,14232,0.0680390884265626,8.583325269493674,0.1469160302252018
383751362978235019,10720,0.021606440890540205,9.101531861710397,0.07272407265129585
384643168696412361,10241,0.015059279004429986,6.79370256061318,0.0772634430361293
385897793672495480,13839,0.01680812774495872,7.558566631674868,0.07511587837331626
388110984913470486,12590,0.016733451994596395,7.206052661778027,0.07722279997385634
389332627403580613,10204,0.015365633239105808,6.943773825453239,0.07678589283749887
401572349294048650,14399,0.1096251926912081,11.17604070878131,0.19410461552047428
401587835178473686,10213,0.12111309751103595,10.69854813072896,0.21466108778457166
406090505117367162,10288,0.9999999934122163,125.55284541987668,0.8335510108140325
409387005840519320,13276,0.013916643507849229,6.2686942671267785,0.07882581832980298
410895504021574098,12252,0.01548374310609911,6.9768594813413065,0.07675785465537886
413790625609153185,12938,0.016523608148518908,6.681113970357757,0.08020959934421583
415504038725220232,12078,0.018881578204117712,7.579307120497726,0.07815245179934553
415763539564648661,13071,0.02266226281547553,6.894340270067762,0.08824313000426205
425698039894435799,14522,0.015172240203374257,6.722628274439495,0.07788379287974752
426012618301386391,12226,0.013798402083753561,6.2260878163058315,0.07891364068654506
426998379122881206,14856,0.018841317530912206,7.158880174675706,0.08073982445228364
430818606984358681,12391,0.02915119003749641,8.447086841889442,0.0883721529214117
435352727148838697,14677,0.015949079270833753,7.175036438019833,0.0762200666428102
440191993604083666,11358,0.014855901892193584,6.560680855861628,0.07842091706348293
442687717652896585,11142,0.012948443374772555,5.487161164288331,0.08227086540439371
445811006927797227,12144,0.2054699542694155,16.205029597618413,0.30882508045578133
446131625740592782,14146,0.0196860695104042,8.6400521902259,0.0726981790792689
449676105756042352,11824,0.016428185550078776,6.922017321698098,0.07854604349101686
457570769738447154,10464,0.019609371161528215,7.01509551962964,0.08281895120006544
474152587571895479,12434,0.033313055873707385,8.195943088325183,0.09631182159819371
476649299466627147,10396,0.018509601727415524,6.983694014620998,0.08133686893631312
479582049395688605,13569,0.043766537707843,8.246898175758107,0.1119587376982049
479751715871527018,13505,0.019922712245798904,8.598139695133046,0.07332372365300936
481427332803102705,14526,0.011956028347834692,5.959950143979954,0.07777615127446721
484210132986779936,13115,0.015558684860257549,7.013062869677255,0.07664423303546694
484314967921548383,14897,0.01730162152228099,7.6583321127579005,0.07524113673571473
487286698044539585,10126,0.07038831461561272,8.926787827723585,0.14834056917973945
492417881700500676,10650,0.019117778526837055,8.011960038061014,0.07578735294980057
493772577108868576,13884,0.013926437036320665,6.288284167882309,0.07871735333088732
494223721387217191,13162,0.022358454878876145,7.596641225840542,0.08335425559755648
495765018290355128,11725,0.01607856940449673,7.2418997215036285,0.075996598420515
512658583931587874,11504,0.09757394171166739,11.012913414835802,0.1767238005296603
515147326174852820,13343,0.018939246296154774,6.976887163550314,0.0820360478814857
526851745153927147,12807,0.01789074748793372,8.014838526763908,0.07389489659203363
530375382543177768,13971,0.0366749364431526,7.560233589864615,0.10545242349373986
533297936464718238,13711,0.014690902092956733,6.641376247555691,0.07766045982352707
534085354502352814,13317,0.018296328304904685,8.660195442759333,0.07044840337911601
536905633898487497,10738,0.01478137313147943,7.213646032361019,0.07419310911426007
538411875719193495,11249,0.023219298209419478,8.52940048912811,0.07879242801467727
541195178617594772,14166,0.017485970372800877,7.839308575152968,0.07438250412904518
542448940073659736,14708,0.015375801278775539,6.384037278125107,0.0803280074342782
542579358853808088,14656,0.030498223490641706,6.855506493463976,0.10045742573039254
545877451497073536,13962,0.02145036311620579,7.466121200646235,0.0827894553797464
546054569158109911,12037,0.01707635141153493,7.402754249976337,0.07650728222404449
546627739140269641,14855,0.015324841566877107,6.906239661774556,0.07696006402354995
546874838318119133,13511,0.031737269537956456,7.724191646116168,0.09687700691273149
547487323344374308,13076,0.01981475048955221,6.6849709924464795,0.08521260075877307
552527755383260600,10850,0.01817018493410092,7.692318037632682,0.07635376304742907
