1083856320208763226,13436025092276385633,2695342664795806511,8795133570338410968
17503324300351289023,13436025092276385633,13699492712701448095,8795133570338410968
3576283427002404729,13436025092276385633,4958558104811436566,681715288826554293
3898088669080915512,13436025092276385633,17906276373433919825,2099533853508499207
8525924720470693418,13436025092276385633,13328827908126518851,2099533853508499207
7217931226968353354,13436025092276385633,17534517462065913812,12055210698744655522
2564687147668812475,13436025092276385633,10612435110537721557,2863300336541223705
11887565094651169973,13436025092276385633,4579512826853563720,9365193687980283270
17544155284157882893,13436025092276385633,2989378043504197786,9489370700508812663
10652203579561335039,13436025092276385633,2199398391455797888,13955668495936797349
13584501079170078241,13436025092276385633,1184640951328770980,15993167788651518825
3636020401780133900,13436025092276385633,16549061261297870713,8531232040339842453
9118615302969565273,13436025092276385633,17469407071270737393,15618827236035819742
11713249458513950943,13436025092276385633,10621566118139102833,2099533853508499207
5740605840336868793,13436025092276385633,13636212319150060393,16190945447721535790
12706776771000902225,13436025092276385633,17522557998883428216,8402416292533730472
16249142194827819179,13436025092276385633,8226389604760970072,8531232040339842453
189667783740761643,13436025092276385633,919879053494322781,17724531006030500072
14367349542534874215,13436025092276385633,1515245663377759130,502847846532899476
11965881055836024702,13436025092276385633,4869737421131086454,13624347177094396866
9222463958113138087,13436025092276385633,12215080205576908723,9489370700508812663
11680154603546817724,13436025092276385633,125737330100078600,17723309847100310871
17221592739934229091,13436025092276385633,580457086153064172,15581715550676310615
12524991221383129688,13436025092276385633,6213623519896696781,2284151927402101452
15516695815650748401,13436025092276385633,2143968680274404413,1886682313826463644
11619938642916764896,13436025092276385633,8553731719411530843,15993167788651518825
11815036559423186033,13436025092276385633,3844611711513098498,1948786777532315029
3705822272166050570,13436025092276385633,12906316447821183961,11534650631951554733
13813733656605586318,13436025092276385633,6926478875387529746,16031645657030059705
11525253588752299027,13436025092276385633,9485769387817355843,11719860990731055998
10788485682561213089,13436025092276385633,9957935075245775473,6624973793502208637
2303112251840229541,13436025092276385633,14591263008645101189,16461440299844315426
3595423130810137665,13436025092276385633,11992809853366656602,17199415210853206065
15333063721138817359,13436025092276385633,10547229583655985574,17199415210853206065
8362075760480116882,13436025092276385633,10031767616022968210,11083578893600065825
9613986795052692442,13436025092276385633,11180690676039470079,11096108425960809908
6009030005354540391,13436025092276385633,14266219806413458230,502847846532899476
6505739337772646733,13436025092276385633,3237847728626339442,495972444187052843
5722104049993828589,13436025092276385633,6290603716582457978,7877759698236549353
6145976583322605660,13436025092276385633,686336412211180650,2284151927402101452
9236690277247653297,13436025092276385633,4084687365324399220,10141186243051624987
18195152267508534110,13436025092276385633,1122673154511215051,5157310483353042161
12123876936915945686,13436025092276385633,11370544699224127473,13723699376639553726
446131625740592782,13436025092276385633,1879548064895750043,6624973793502208637
1719731640478982073,13436025092276385633,7885938222560750149,9365193687980283270
8334886513260432829,13436025092276385633,4074946979425283156,3524270321824037393
13858413479551886577,13436025092276385633,12446805511456218814,17471550639637384541
3911806251266730450,13436025092276385633,10517458496111852927,8202698894238071253
1612587943695668102,13436025092276385633,16250719536812741780,16557326318766380154
15368953137668274960,13436025092276385633,7657483258056489167,9365193687980283270
14014853297273946164,13436025092276385633,14667724004319151278,17723398076873918567
9118545328057922899,13436025092276385633,9930655034683110893,5777121349898451134
12102081648994360785,13436025092276385633,8635310695713595419,13624347177094396866
9428854356198444989,5479873480079609844,11107660650294796065,17723398076873918567
7253005213882143230,5479873480079609844,2470063875957114111,13871468989003903438
11146697657927764102,5479873480079609844,9225789955512498865,4151977612415544496
2853068346886026689,5479873480079609844,14741614576955058997,14002396325987547196
18017957561490381655,5479873480079609844,7362195992346210446,6624973793502208637
13062854053340159607,5479873480079609844,11380912010498638273,15618827236035819742
12038502318055242136,5479873480079609844,16976636470880252053,13624347177094396866
5105070293454572864,5479873480079609844,16899636712903627885,13723699376639553726
12568271804794048238,5479873480079609844,13572674269773904434,11525063902656258156
9093909340080822275,5479873480079609844,10005110761869009339,15753156197716541376
9546429069463142099,5479873480079609844,15542216546636494111,2856273596902821316
16779538279120576076,5479873480079609844,10234931231550506178,10016028026405551932
9255479658557550425,5479873480079609844,15051978714140774240,17723398076873918567
7910515955504009116,5479873480079609844,6800502301286970101,18330324218596551043
1456198403242356887,18268085261289716726,15830216855774841162,18330324218596551043
4368163771983058651,18268085261289716726,12859816872164452853,16031645657030059705
4751489851915188947,18268085261289716726,3661410503449006149,15618827236035819742
16034922164527944522,18268085261289716726,5296086450002031175,16461440299844315426
4913080931053463424,18268085261289716726,4069993040348928573,8504415053350124314
4695203500465956125,12838216299826873449,12222689741088290629,15618827236035819742
4705294468386360496,12838216299826873449,3110346979428225661,11420331539791812916
4001610884656818628,12838216299826873449,12422786736381907357,7653584709621235905
2886932564226846945,12838216299826873449,14643438461225039415,16557326318766380154
4194697368393827764,12838216299826873449,12467805441537130128,1010607864733637872
11187669759692158643,12838216299826873449,9243166704717025677,8402416292533730472
